Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga
Bosss....tolong dong...palayanan buat ojol diperhatikan lagi...masa iya ..beli 1item prodak..harus nunggu 40menitan yg bener aja . bosss...sy perlu waktu. Rasanya juga makin menurun makin ga enak,-1,1,-1,1,0,0,0,0
Lift mati .. ambil order d lt 3 .. mana pengap ac ga nyala .. nunggu orderan smpe sejam !!! Ga bangettttg,0,0,-1,1,-1,1,0,0
"Ngmngnya 30 mnt gk tauny lbh dr 1 jam,gk jls bgt nii resto.pelayanannya buruk se x. Harganya juga ga worth it",0,0,-1,1,0,0,-1,1
"Pelayanan nya kurang baik, pesanan terlalu lama sampai 1 jam. Rasanya juga biasa aja, mengecewakan",0,1,-1,1,0,0,0,0
"Tidak dimana mana yoshinoya sangat lama dalam penyajiannya,apalagi yang diwolter mangunsidi lama luar biasa,pernah sampai 1 jam. Tempatnya juga kotor tidak dibersihkan",0,0,-1,1,-1,1,0,0
"Pesenan satu, lama nya kaya apa an tau. Mana pas makanannya sampe ga enak lagi udah dingin
",-1,1,-1,1,0,0,0,0
"Lamaaaaaaaaaa banget cuy, orang laper nunggu sampe 1jam. Tempatnya juga kurang bersih",0,0,-1,1,-1,1,0,0
"pelayanannya sangat lama,  harus menunggu 1jam padahal rasa makanannya juga standar biasa aja",0,1,-1,1,0,0,0,0
Super panas. Kaya makan di warteg,0,0,0,0,-1,1,0,0
Pelayanannya sangat lambat lebih lambat dari kura kura. Tempatnya juga kurang nyaman buat nongkrong,0,0,-1,1,-1,1,0,0
Pesanan nya terlalu lama. Tapi harganya terjangkau si,0,0,-1,1,0,0,1,1
Restoran yoshinoya terlama. Kebuang banyak waktu. Harganya standar,0,0,-1,1,0,0,0,1
"Semua makanan belum siap, menunggu lama untuk makanannya. Makanannya juga ga enak. Udah nunggu lama ga enak lagi, mengecewakan!",-1,1,-1,1,0,0,0,0
"AC tdk di nyalakan. Dengan alasan irit listrik.
Lah... kan kta makan bayar dan ada tax service nya.
Lagi pula banyak yg makan di tempat koq. €¦",0,0,-1,1,-1,1,0,0
"mohon maaf yoshinoya enak, tapi yoshinoya yang disini tempatnya sangatlah panas, dimohon untuk manager tempatnya agar dapat menindaklanjuti perihal sirkulasi udara disana khususnya terkait pendingin udaranya terima kasih, kalo sudah diperbaiki nanti saya kasih bintang 5",1,1,0,0,-1,1,0,0
"Makanannya fine, authentic jappanesse food.
Hanya disayangkan untuk penyajian makanannya lama. â€¦",0,1,-1,1,0,0,0,0
"pelayanan lama sekali, padaha udah laper banget..
padahal aku pesennya goreng2an , yang harusnya justru cepet keluarnya,ini malah nunggu Lama bangettt..padahal karyawan juga ga cuma 1 / 2 kok..Tolong di percepat lagi penyajiannya. Dan untuk harganya standar si",0,0,-1,1,0,0,0,1
"Kalau rasa yaa seperti yoshinoya pada umumnya, namun saat kami datang makanan lama disajikan. Walaupun ada area indoor tapi ac nya tidak terasa, cenderung gerah. Meski begitu tetap diperbolehkan berlama lama di sini. Parkiran sangat sangat terbatas meskipun ada petugas parkir.",0,1,-1,1,-1,1,0,0
"Untuk tempat yang ada di Petogogan dekat Santa lokasi ya strategis di pinggir jalan namun parkiran terbatas karena gabung dengan family mart.
Menunya lengkap and enak2, mulai dari daging sapi, ayam, udang dsb.€¦",1,1,0,0,0,1,0,0
"LIFT nya Bau!!!  Baiknya semprot disinfektan dan pewangi deh.. saya sdh beberapa kali ke sini, posisinya di lantai 3, naik pakai lift.. service dan makanannya oke standar aja.. hanya saja liftnya kotor dan bau",0,1,0,1,-1,1,0,0
"B aja makanannya, ditambah mbak kasirnya judes parah.",0,1,-1,1,0,0,0,0
Rasa sih yaa sama kaya yosinoya lain .. cuma kurangnya disitu gada colokan buat carge .. hahahaa,0,1,0,0,-1,1,0,0
Ada di lt 2.. Tempatnya sempit dan harus naik lift utk ke lt 2 nya...,0,0,0,0,-1,1,0,0
"Kotor, ac gak dingin, rasa makanannya standard",0,1,0,0,-1,1,0,0
Kalau bisa pelayanannya lebih ditingkatkan lagi.,0,0,0,1,0,0,0,0
"makanannya ga begitu enak, tapi harganya murah ",-1,1,0,0,0,0,1,1
"memesan semangkuk daging sapi lada hitam, butuh waktu 10 menit untuk menyiapkannya. Mangkuk yakiniku rekanku sudah habis saat pesananku datang. toko tidak memiliki AC yang memadai, bagian dalamnya nyaman",0,0,-1,1,-1,1,0,0
Tempatnya tidak sebersih sebelum pandemi. Dan AC-nya tidak dinyalakan. Makanannya juga standar biasa aja :(,0,1,0,0,-1,1,0,0
"rasa stabilitas
Jika Anda memesan kombo, Anda harus menunggu sekitar 20 menit.",0,1,0,1,0,0,0,0
"Paket murah berdua 99rb
Tempat cukup untuk sekedar makan dan nongkrong",0,0,0,0,0,1,1,1
"Tempatnya tidak terlalu besar namun tetap nyaman, ac tidak terlalu dingin.",0,0,0,0,0,1,0,0
"Akses menggunakan lift di samping family mart. Untuk pelayanan cukup baik tetapi menu kadang habis dan menunggu matang, kalau kondisi lapar menu utama pasti habis duluan sebelum side menu nya datang. Untuk keseluruhan nice lah",0,0,0,1,0,0,0,0
"Lokasi strategis dkt kntor, buat makan malm sama rekan, tempat nya lumayan luas ada area smoking, ad lift nya, tangga darurat juga ad cocok buat yg pakai kursi roda",0,0,0,0,1,1,0,0
Tempatnya agak susah parkirnya kalo bawa kendaraan roda empat,0,0,0,0,-1,1,0,0
sedang renovasi restoran pindah keatas namun tetap bersih,0,0,0,0,1,1,0,0
"Bersih, Cukup nyaman... Harga standar",0,0,0,0,1,1,0,1
Seperti halnya dengan yoshinoya pada umumnya gitu deh,0,1,0,0,0,0,0,0
"Panasss tempatnya walaupun di dalem, pelayanannya lama padahal cust cm 3 orang. Kasirnya lambat bngt bngt bngt mana salah order. Hih",0,0,-1,1,-1,1,0,0
"ayam nya mentah, nunggu nya lama, es nya belum kebentuk",-1,1,-1,1,0,0,0,0
"Terlalu mahal, rasa tidak terlalu bersaing",0,1,0,0,0,0,-1,1
Tempat parkir yang tidak aman (buruk),0,0,0,0,-1,1,0,0
Rasanya kurang sedap untuk harganya standar,-1,1,0,0,0,0,0,1
"Padahal sepi, tapi playground ditutup terus",0,0,0,0,-1,1,0,0
Saya memesan drive-thru sundase tp sampai rumah tdk ada. Saya memesan kentang ukuran besar sampai rumah ternyata ukuran kecil... Kecewa mana menunggu terlalu lama diluar dan banyak nyamuk dan harganya ga murah!,0,0,-1,1,0,0,-1,1
"Nasinya kurang air -_- jadi mentis ga kemakan, saus mushrom juga ke asinan",-1,1,0,0,0,0,0,0
Sekarang ayam gorengnya kurang enak kaya gak fresh gitu,-1,1,0,0,0,0,0,0
"Harganya kurang ramah kantong dibanding fast food lain, parkir luas, ada playground",0,0,0,0,1,1,-1,1
Tempatnya lumayan nyaman ada kursi untuk bayi juga,0,0,0,0,0,0,0,0
"Goreng ayam atau kentangnya suka gosong, harganya standar",-1,1,0,0,0,0,0,1
"Parah masaknya lama pegawai lambat, rasanya juga gak terlalu nikmat",0,1,-1,1,0,0,0,0
Rasa kurang enak tapi wajarlah karena harganya juga murah cuma 20 rb an cocok untuk mahasiswa yang ngirit,0,1,0,0,0,0,1,1
untuk junk food harganya cukup mahal,0,0,0,0,0,0,-1,1
"Makanannya mengalami peningkatan, rasa lumayan, harga menengah ke atas, murah kalau punya diskon bank, tempat lumayan",0,1,0,0,0,1,1,1
"Diskon mega 50% jadi murah banget harganya, tp pelayanannya kurang ok",0,0,-1,1,0,0,1,1
Dibanding dengan produk sejenis lainnya di sini lebih mahal. ,0,0,0,0,0,0,-1,1
Harga sudah mahal tp sambel tidak di kasih satupun. Yang bener aja sekelas mcd pelayanannya begini.,0,0,-1,1,0,0,-1,1
Dari hujan belum turun Sampai hujan turun pun masih disuruh ngantri diluar. Bukan main. Rasanya juga biasa aja dibanding pesaingnya,0,1,-1,1,0,0,0,0
"Pelayanannya kurang memuaskan, pesanan yg kami pesan setelah di buka sampai rumah ada yang kurang. Harganya standar",0,0,-1,1,0,0,0,1
Kerjanya lambat dan kurang profesional... Menu sering kosong dan pegawai nya kurang sopan. Tempatnya juga kotor tidak dibersihkan dengan baik,0,0,-1,1,-1,1,0,0
MC flurry mereka memiliki tekstur dan rasa yang berbeda. Mungkin karena mereka punya masalah dengan mesin,0,1,0,0,0,0,0,0
"Selama beli McD baru tadi ngerasa kurang puas karna ayamnya kurang Mateng. Tepung nya yg dalem masih lembek, dan ayamnya juga kurang crispy",-1,1,0,0,0,0,0,0
"Saya beli ayam golden spicy di cabang Mega Mall, ayamnya sudah berbau sangat BUSUK apakah bagian quality control makan gaji buta??? atau A&W tidak mampu menggaji quality control???? Pelayanannya juga buruk!!",-1,1,-1,1,0,0,0,0
"Pelayanan buruk, kasir dan manajer mengobrol layaknya teman tanla profesionalisme saat sedang melayani. Harga mahal. Mungkin sudah pernah dengar tentang menu paket namun harga ala carte. Benar, mereka seolah-olah merampok dari customer",0,0,-1,1,0,0,-1,1
Sepertinya perlu tambahan tenaga untuk kasir dan harus dilatih untuk kerja cepat. Untuk harganya sesuai dengan kualitas,0,0,0,1,0,0,0,1
Sayangnya ayam nya kurang crispy pas dimakan .dan udah dingin coba hangat dan crispy pasti mantul. Untuk harganya sangat terjangkau si murahh,-1,1,0,0,0,0,1,1
Harga n rasa biasa aja...gak se enak kfc tentunya..tapi uda cukup lah buat kenyang,0,1,0,0,0,0,0,1
"Ayamnya keras ga enak banget, tapi pelayanannya memuaskan",-1,1,1,1,0,0,0,0
"Ketersediaan ayam kurang lengkap, rasa ayamnya cenderung anyep kurang gurih asin, ayam kering tidak juicy, sambel maduranya enak cuma kurang nendang. Untuk sambel madura masih dimaklumi karna memang ini resto fast food.",-1,1,0,0,0,0,0,0
"Pesananan tidak sesuai, apa yg di pesan n di sajikan tidak sesuai mana mahal banget kapok saya makan di sini,,, sumpah kecewa kalau di itung2 1ayam+nasi 100rb harganya",0,0,-1,1,0,0,-1,1
Ga ada wifi dan ga ada toilet,0,0,0,0,-1,1,0,0
"Kurang bersih dan kurang rapi, rasanya juga biasa aja",0,1,0,0,-1,1,0,0
Pelayanan standar Menurut saya masih kurang. Makanannya coba ditingkatkan lagi rasanya ,0,1,0,1,0,0,0,0
"ya lumayan,,harga masih bersahabat",0,0,0,0,0,0,1,1
"Harganya mahal banget dan pegawai kasir dan tukang bungkus yg muka nya kayak amoy TJ Mart Jalan Selan nggak ramah, kapok belanja di situ lg....",0,0,-1,1,0,0,-1,1
Banyak pilihannya dan harganya lumayan murah tapi makanannya biasa aja standar ,0,1,0,0,0,0,1,1
Pencahayaan kurang. Pendingin ruangan kurang. Relatif lengkap. Harga bersaing,0,0,0,0,-1,1,0,1
"Asal kasih aja, yg dipesen apa yg dikasih apa. Kalo brgnya ga ada ya dikonfirmasi !!! Jgn maen asal kasih aja. Ini beli loh bukan gratisan !!! Ayam yg dikasih juga gak layak dimakan, udah item keras lagi kayak bukan ayam kfc !!! Kentangnya kayak udah digoreng puluhan kali Tolong kalo kerja jgn ngasal aja ya !! Jgn sampe 2x order disini",-1,1,-1,1,0,0,0,0
Kfc ini kurang enak karena saya pesen mini mozanya td mayones basi dan spagehtinya gak enak gak kayak dikfc.plaju kalo dikfc plaju ada potongan ayamnya tolong diperbaiki lg ya. Untuk harganya sama standar,-1,1,0,0,0,0,0,1
"Untuk menu fastfood lumayan variatif.  menengah, harganya masih masuk nalar dan pas dikantong. Pelayanannya standar",0,0,0,1,0,0,1,1
"Walaupun tempatnya kurang dingin karena gak ada AC nya, tapi harganya lumayan terjangkau. untuk rasa makanannya lumayan lah ya",0,1,0,0,0,1,0,1
"Sayang agak overprice , tpi wajar karena fast food. Coba dimurahin dikit lagi karena tekstur ayamnya kurang",-1,1,0,0,0,0,0,1
"Makanan yang di tawarkan terjangkau atau pas di kantong, tapi sayang tempatnya kurang strategis",0,0,0,0,-1,1,1,1
Tempatnya biasa aja. Tapi harganya terjangkau.,0,0,0,0,0,1,1,1
"Resto fried chicken yg sederhana, hanya tempat nya kecil, rasa gak jauh beda dng yg lain  lumayan",0,1,0,0,-1,1,0,0
Harganya lumayan bersahabat. Banyak promonyaa,0,0,0,0,0,0,1,1
"Pelayanan nya bagus,  terjangkau, klo rasa lumayan lah",0,1,1,1,0,0,1,1
"murah, pelayanan lama",0,0,-1,1,0,0,1,1
Ruangan tertutup no AC cuma kipas angin panasnya hot,0,0,0,0,-1,1,0,0
"Udh tempatnya panas, pelayanan juga jelek",0,0,-1,1,-1,1,0,0
"Walaupun tempatnya kurang dingin krna gak ad AC nya, tpi makanannya harganya lumayan terjangkau dan enakk, apalagi kalau pke voucher diskon. ",1,1,0,0,-1,1,1,1
"Pesen steak sama sushi tori aja masa' butuh waktu 45 menit baru selesai, itupun setelah disamperin.... Ac aksesoris doang ga nyala.... Ga akan pernah ke metro sini lagi",0,0,-1,1,-1,1,0,0
Saya suka karena ada voucher nya. Kl sedang sm anak2 pasti singgah,0,0,0,0,0,0,1,1
Makanannya si standar biasa aja. Cuma banyak promonya jadi  bersahabat ama kantong,0,1,0,0,0,0,1,1
"Rasanya cukup enak untuk ukuran fast food, meskipun tidak ada yang terlalu istimewa. Bisa jadi pilihan untuk makan cepat dengan harga yang terjangkau",0,1,0,0,0,0,1,1
"Ayamnya lumayan renyah, meski terkadang sedikit terlalu berminyak. Tapi untuk harganya murah dan terjangkau",0,1,0,0,0,0,1,1
"Minumannya cukup menyegarkan, tapi dessertnya bisa lebih baik lagi. Pelayanannya cukup cepat dan efisien, meskipun beberapa staf tampak kurang ramah",0,1,0,1,0,0,0,0
"Dekorasinya standar dan pencahayaan cukup baik. Sayangnya, pendingin ruangan kurang efektif di beberapa sudut. Beberapa staff kurang ramah namun ada yang melayani dengan baik ",0,0,0,1,0,1,0,0
Harganya masih masuk akal untuk menu fast food,0,0,0,0,0,0,0,1
"Secara keseluruhan, harga sebanding dengan kualitas dan porsi yang diberikan",0,0,0,0,0,0,0,1
"Pelayanan cukup memadai, tapi tidak mengecewakan, dan harga masih terjangkau untuk kantong saya.",0,0,0,1,0,0,0,1
"Waiternya sigap, tapi kurang ramah, dan harga standar, masih terjangkau.",0,0,0,1,0,0,0,1
"Kasirnya baik, tapi prosesnya agak lama, dan harga cukup standar untuk restoran.",0,0,0,1,0,0,0,1
"Pelayanan ramah, tapi agak lambat, dan harga masih terjangkau, nggak mahal-mahal amat.",0,0,0,1,0,0,0,1
"Waiternya sopan, tapi tidak terlalu perhatian, dan harga sesuai dengan porsi yang didapat.",0,0,0,1,0,0,0,1
"Kasirnya informatif, tapi antriannya panjang, dan harga masih terjangkau, nggak terlalu tinggi.",0,0,0,1,0,0,0,1
"Pelayanan cukup memadai, tapi tidak mengecewakan, dan harga lumayan sesuai sama rasanya.",0,0,0,1,0,0,0,1
"Waiternya sigap, tapi kurang ramah, dan harga masih terjangkau, nggak terlalu murah.",0,0,0,1,0,0,0,1
"Kasirnya baik, tapi prosesnya agak lama, dan harga pas lah buat makan di sini.",0,0,0,1,0,0,0,1
"Pelayanan ramah, tapi agak lambat, dan harga cukup sebanding dengan kualitas makanan.",0,0,0,1,0,0,0,1
"Rasanya biasa aja si, ga ada yang istimewa kurang sesuai sama harganya yang tergolong mahal",0,1,0,0,0,0,-1,1
"Pelayanannya oke, tapi mungkin bisa lebih ditingkatkan lagi.  Untuk tempatnya juga kalau bisa ditingkatkan lagi kebersihannya",0,0,0,1,0,1,0,0
"Karyawannya ramah si tapi kerjanya lambat jadi antrian panjang.  Makanan yang disajikan cukup standard, tidak ada yang menonjol",0,1,0,1,0,0,0,0
"Rasanya lumayan, tapi masih banyak yang harus ditingkatkan. Tapi sesuai harga si",0,1,0,0,0,0,0,1
"Pelayannya cukup sopan, cuma kurang cekatan. Dan untuk harganya nggak murah dan gak mahal, biasa aja",0,0,0,1,0,0,0,1
Harga di restoran ini sesuai sama ekspektasi saya dengan kualitas rasa yang standar,0,1,0,0,0,0,0,1
"Harga yang dikenakan terlalu tinggi, tidak sesuai dengan pelayanan yang diberikan.",0,0,-1,1,0,0,-1,1
"Mahal banget woi, harganya ga sesuai sama rasanya. Ga worth it!",0,1,0,0,0,0,-1,1
"Udah mahal, porsinya masih dikit. Nyesel! Pelayannya juga nyebelin banget sangat tidak ramah!",0,0,-1,1,0,0,-1,1
"Harganya lumayan terjangkau, gak murah tapi masih okee. Cuman sayang rasanya kurang pas dilidah saya",-1,1,0,0,0,0,0,1
"Suasananya sumpek, bikin nafsu makan hilang. Pelayanannya juga standar",0,0,0,1,-1,1,0,0
"Pelayanannya membantu tapi kurang senyum, tempatnya juga kurang nyaman karena pengap, gak ada udara segar",0,0,0,1,-1,1,0,0
"Harga makanan di sini masih masuk akal di banding resto sebelah, dan makanananny juga cukup enak kok",0,1,0,0,0,0,0,1
Tolong perbaiki management pada saat buka puasa pelayananannya sangat lambat meja meja banyak yg belum dibersihkan jadi kotor,0,0,-1,1,-1,1,0,0
"Lokasi susah parkir, tempat tidak nyaman untuk makan, nasi keras, ayam tidak fresh",-1,1,0,0,-1,1,0,0
Harganya murah meriah.. rasanya lumayanlah,0,1,0,0,0,0,1,1
Ayam nya banyak kan tepungnya Es krim nya mahal tapi sedikit isinya,-1,1,0,0,0,0,-1,1
"Rasa makanannya lumayanlah standar, harga terjangkau",0,1,0,0,0,0,1,1
"Tempatnya lumayan si, tapi pelayanan sangat tidak ramah",0,0,-1,1,0,1,0,0
"Rasanya bolehlah lumayan , harganya standar",0,1,0,0,0,0,0,1
"Ya, standar lah harga dan pelayanan di sini",0,0,0,1,0,0,0,1
"Gak mahal-mahal banget, tapi juga bukan murahan. Karena rasanya juga lumayan",0,1,0,0,0,0,0,1
"Buat makanan biasa, harganya juga biasa.",0,1,0,0,0,0,0,1
"Rasanya cukup standar, tidak ada yang istimewa, dan sayangnya pelayanannya juga tidak terlalu ramah",0,1,-1,1,0,0,0,0
"Makanannya cukup bisa diterima, namun pelayanannya lambat dan sering terjadi kesalahan dalam pesanan. Harganya padahal udah tergolong mahal",0,1,-1,1,0,0,-1,1
"Tempatnya bersih, tetapi kurang nyaman karena AC sering mati dan harganya relatif",0,0,0,0,0,1,0,1
"Dekorasinya sederhana dan tempatnya agak sempit, tetapi harga makanannya masih terjangkau",0,0,0,0,-1,1,1,1
"Makanan di sini rasanya cukup biasa saja, dan tempatnya juga kurang menarik dan agak sempit",0,1,0,0,-1,1,0,0
"Rasa makanannya lumayan, tapi sayangnya tempatnya kurang bersih dan cukup berisik",0,1,0,0,-1,1,0,0
"Ayamnya kurang gurih, dan area makannya sering kali kotor dan tidak nyaman",-1,1,0,0,-1,1,0,0
"Lokasinya kurang strategis dan tempatnya sempit, meskipun harga makanannya terjangkau.",0,0,0,0,-1,1,0,1
"Makanan di sini rasanya lumayan, tapi staf seringkali tidak tersenyum dan kurang membantu. Harganya juga kurang terjangkau",0,1,-1,1,0,0,-1,1
"Lokasinya kurang strategis dan tempat duduknya tidak banyak, serta pelayanannya kurang cepat",0,0,-1,1,-1,1,0,0
"Staf tidak peduli dengan Anda atau pesanan Anda. Mereka mengabaikanmu sepenuhnya. Selalu memainkan ponselnya, berpura-pura tidak mendengar atau melihat Anda. Tempatnya tidak terlalu bersih. Tampak seperti gudang dengan kotak-kotak dan barang-barang pengiriman di mana-mana.",0,0,-1,1,-1,1,0,0
"Harganya standar, tapi sayangnya makanannya tidak sesuai dengan harapan saya.",-1,1,0,0,0,0,0,1
"Untuk harga, restoran ini cukup wajar, namun tempatnya kurang bersih.",0,0,0,0,-1,1,0,1
"Harganya masih masuk akal, tapi rasa makanannya sangat hambar.",0,1,0,0,0,0,0,1
"Biaya makanan cukup masuk akal, namun pelayanan sangat lambat.",0,0,-1,1,0,0,0,1
"Harga sesuai dengan restoran sejenis, tapi suasananya tidak nyaman.",0,0,0,0,-1,1,0,1
"Harganya lumayan bisa dibilang terjangkau, namun saya kecewa dengan rasa makanannya.",-1,0,0,0,0,0,0,1
"Harga makanannya biasa saja, tapi makanannya sedikit hambar kaya kurang tastenya",0,1,0,0,0,0,0,1
"Harga menu cukup masuk akal, namun tempatnya berisik dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Biaya makanannya wajar, tapi rasa makanannya jauh dari enak.",-1,1,0,0,0,0,0,1
"Harga tidak masalah, tapi pelayanan di sini sangat lambat.",0,0,-1,1,0,0,0,1
"Harganya tidak begitu mahal, namun tempat ini perlu perbaikan kebersihan.",0,0,0,0,0,1,0,1
"Harga makanannya standar, tapi rasa makanannya tidak enak.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan biasa saja, namun pelayanannya sangat buruk.",0,0,-1,1,0,0,0,1
"Harganya sesuai, tapi tempatnya sangat tidak nyaman dan berisik.",0,0,0,0,-1,1,0,1
"Harganya wajar, namun rasa makanan kurang memuaskan.",-1,1,0,0,0,0,0,1
Harga menu standar dan pelayanan juga biasa saja si oke lah,0,0,0,1,0,0,0,1
"Harga makanannya biasa, namun suasananya sangat tidak menyenangkan.",0,0,0,0,-1,1,0,1
"Harga tidak terlalu tinggi, tapi rasa makanannya mengecewakan.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan sesuai, namun pelayanan lambat.",0,0,-1,1,0,0,0,1
"Harganya standar, tapi tempatnya sangat kotor dan tidak terawat.",0,0,0,0,-1,1,0,1
"Harga yang ditawarkan sesuai, namun rasa makanannya mengecewakan.",-1,1,0,0,0,0,0,1
"Harganya masuk akal, tapi pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga makanannya tidak masalah, namun tempatnya kurang nyaman.",0,0,0,0,-1,1,0,1
"Harganya standar, tapi rasa makanannya jauh dari yang diharapkan.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan cukup adil, namun pelayanan tidak memuaskan.",0,0,-1,1,0,0,0,1
"Harganya tidak terlalu mahal, tapi tempatnya sangat berisik dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harga makanannya wajar, namun rasa makanan sangat buruk.",-1,1,0,0,0,0,0,1
"Harga sesuai, tapi pelayanan lambat dan tidak profesional.",0,0,-1,1,0,0,0,1
"Harga makanannya standar, namun tempatnya tidak terawat dengan baik.",0,0,0,0,-1,1,0,1
"Harga tidak masalah, tapi rasa makanannya tidak enak sama sekali.",-1,1,0,0,0,0,0,1
"Harganya lumayanlah terjangkau, namun pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga yang ditawarkan biasa, tapi tempatnya kotor dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harga makanannya tidak terlalu mahal banget, namun rasa makanannya sangat mengecewakan.",-1,1,0,0,0,0,0,1
"Harganya wajar, tapi pelayanannya sangat lambat dan tidak sopan.",0,0,-1,1,0,0,0,1
"Harga sesuai dengan restoran sejenis, namun tempatnya berantakan.",0,0,0,0,-1,1,0,1
"Harga makanannya wajar, namun pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga yang ditawarkan cukup adil, namun tempatnya sangat tidak nyaman.",0,0,0,0,-1,1,0,1
"Harganya tidak terlalu tinggi, namun rasa makanannya sangat buruk.",-1,1,0,0,0,0,0,1
"Harga makanannya sesuai, tapi pelayanan sangat lambat dan tidak ramah.",0,0,-1,1,0,0,0,1
"Harga standar, namun tempatnya sangat kotor dan tidak terawat.",0,0,0,0,-1,1,0,1
"Harganya masuk akal, tapi rasa makanannya sangat mengecewakan.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan wajar, namun pelayanan sangat lambat.",0,0,-1,1,0,0,0,1
"Harga makanannya biasa saja, namun tempatnya berisik dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harga tidak masalah, tapi rasa makanannya sangat tidak enak.",-1,1,0,0,0,0,0,1
"Harga yang ditawarkan cukup wajar, namun pelayanannya sangat buruk.",0,0,-1,1,0,0,0,1
"Harga sesuai, tapi tempatnya sangat berantakan dan tidak nyaman.",0,0,0,0,-1,1,0,1
"Harganya masih sesuai, namun rasa makanannya sangat mengecewakan.",-1,1,0,0,0,0,0,1
"Harga makanannya standar, tapi pelayanan sangat lambat dan tidak profesional.",0,0,-1,1,0,0,0,1
"Harga yang ditawarkan cukup sesuai, tempatnya juga lumayan ",0,0,0,0,0,1,0,1
Saya sangat nyaman makan ditempatnya. untuk pelayanan terkesan kurang ramah tapi cekatan dalam bekerja,0,0,0,1,1,1,0,0
"Suka dengan pelayanan mcDonald's bandung buah batu ramah..pelayananya cepat, bersih dan kasirnya sangat detail menjelaskan paket menu makananya sangat sabar dan ramah..suasananya juga asik untuk bawa keluarga makan di macdonald buah batu..thank you",0,0,1,1,1,1,0,0
Pelayanan nya sangat cepat. Pegawainya ramah dan tanggap dalam memberi kan arahan. Kualitas makanan bersih dan higienis. Kamar mandi bersih dan saya senang makan disini,0,0,1,1,1,1,0,0
"Sangat nyaman dan betah sekali di sini. Pelayanannya cepat dan ramah, bersih, dan yang paling penting tempatnya nya bikin good feeling banget.",0,0,1,1,1,1,0,0
"Tempat yang nyaman dan pelayanan yang baik, sangat di rekomendasikan untuk menikmati akhir pekan disini",0,0,1,1,1,1,0,0
tempatnya nyaman.pelayanan sangat bagus.kebersihan terjaga dan pegawai nya ramah dan baik hati.sya sangat senang dengan makan disini,0,0,1,1,1,1,0,0
"McDonalds selalu menjadi pilihan kami sekeluarga. Lokasi di buah batu Bandung sangat strategis, mudah dicapai, udaranya bersih dan sejuk. Makanan dan minumannya lengkap. Layanannya ramah. Pokoknya sangat menyenangkan. Okay bangets",0,0,1,1,1,1,0,0
"Best place to eat and hangout with your friends. Paling enak udah pokoknya wifian di mcd sambil minum ice coffee.. Kumpul ama temen temen terus ngobrol ngobrol sampai sore, sampai malem atau sampai pagi lagi juga boleh.. Hahaha.. Da best dah pokoknya.. Ya dimana mana mcd mah sama yak.. Yang paling penting ya wifinya cuy wkwk",0,0,1,1,1,1,0,0
MCD disini bisa pilih menu sendiri pake layar / monitor screen deket pintu masuk. Bisa tanya satpam klo bingung cara pke nya. Jadi skrg ga antri lagi milih menu di mcd nya. Parkiran gede pisan. Rapi. Humble staffs and clean place.,0,0,1,1,1,1,0,0
"Lokasinya strategis,bersih dan pelayanan mantap,kalo ke bdg pasti mampir ke McD Buahbatu ini... Selain banyak pilihan menu tempatnya nya enak untuk nongkrong bareng temen/keluarga..",0,0,1,1,1,1,0,0
"Tempatnya enak, pelayanannya baguss, sangat wort it, penyajiannya cepattt, mantapp",0,0,1,1,1,1,0,0
"Tempat ini sangat nyaman untuk tempatnya makan bersama keluarga dan acara keluarga, pelayanan sangat ramah dan baik.",0,0,1,1,1,1,0,0
Cocok banget buat yg gak cuma makan siap saji tapi juga cari kenyamanan tempatnya . Desainnya mantul gak kaleng-kaleng dan bersih pake banget. Lahan parkirnya juga oke luas. Soal pelayanan udah pasti ramah. Ada arena main anak-anak,0,0,1,1,1,1,0,0
Lokasi pas dan bagus ... kebersihan waw ...dijaga baik .... layanan ... ramah terutsma Mc Cafe nya. Harganya memang cenderung mahal,0,0,1,1,1,1,-1,1
tempatnya nya sangat bersih dan terawat dengan baik. Begitu memasuki restoran akan merasakan kebersihan dan kerapian yang konsisten di seluruh area. Staf selalu tampak sibuk membersihkan meja dan menjaga kebersihan area umum. Toilet juga sangat bersih dan terjaga dengan baik.,0,0,1,1,1,1,0,0
"Pelayanan di sini  bagus, suasana makan disini sangat nyaman, nyaman untuk mengajak rekan dan teman teman, sahabat untuk berkumpul. Pokoknya rekomen banget untuk kalian datang kesini. Thanks",0,0,1,1,1,1,0,0
"Pelayanan nya oke , ramah dan tempatnya nya juga bersih .
  Penyajian cepat
  Rasa ayam original nya beda dari yang lain lebih gurih .
  Suasananya juga cocok buat nongkrong sama teman teman .",0,0,1,1,1,1,0,0
